Código,Município,UF,Arroz Inundado,Café,Cana-de-Açúcar Irrigada,"Outras Culturas em Pivôs Centrais (exceto arroz, café e cana)","Pivôs Centrais - Total (considerando sobreposição com arroz, café e cana)",Outras culturas e sistemas,Área Total Irrigada,Cana-de-Açúcar Fertirrigada,Área Total (Irrigada e Fertirrigada),Grupo Predominante no Município,Sistema Predominante no Município,AAI com água superficial em agricultura de sequeiro,AAI com água superficial em pastagem,AAI com água subterrânea,AAI - Potencial Total,AAI - Potencial Efetivo
4215059,Rio Rufino,SC,,0,0,0,0,35,35,0,35,Outras culturas e sistemas,Localizada,"3,403",148,207,"3,758",695
4215075,Riqueza,SC,,0,0,0,0,0,0,0,0,,,"3,256",0,42,"3,299",253
4215109,Rodeio,SC,646,0,0,0,0,4,650,0,650,Arroz,Superficial,"1,678",474,83,"2,235",51
4215208,Romelândia,SC,,0,0,0,0,23,23,0,23,Outras culturas e sistemas,Aspersão - Outros,"3,461",0,167,"3,628",0
4215307,Salete,SC,98,0,0,0,0,0,98,0,98,Arroz,Superficial,"3,118",664,409,"4,191",309
4215356,Saltinho,SC,,0,0,0,0,0,0,0,0,,,"2,245",7,90,"2,342",0
4215406,Salto Veloso,SC,,0,0,0,0,0,0,0,0,,,618,0,35,654,0
4215455,Sangão,SC,682,0,0,0,0,0,682,0,682,Arroz,Superficial,"2,620",12,108,"2,741","1,821"
4215505,Santa Cecília,SC,,0,0,0,0,11,11,0,11,Outras culturas e sistemas,Outros ou sem predominância,"8,022","2,123",536,"10,681","1,511"
4215554,Santa Helena,SC,,0,0,0,0,0,0,0,0,,,"1,546",164,48,"1,757",0
4215604,Santa Rosa de Lima,SC,,0,0,0,0,17,17,0,17,Outras culturas e sistemas,Aspersão - Outros,"1,371","1,718",59,"3,148",0
4215653,Santa Rosa do Sul,SC,795,0,0,0,0,0,795,0,795,Arroz,Superficial,"3,241",14,192,"3,447","2,446"
4215679,Santa Terezinha,SC,0,0,0,0,0,14,14,0,14,Outras culturas e sistemas,Localizada,"14,210","1,191","1,374","16,776",387
4215687,Santa Terezinha do Progresso,SC,,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,"1,589",0,52,"1,641",0
4215695,Santiago do Sul,SC,,0,0,0,0,0,0,0,0,,,"1,032",0,16,"1,048",0
4215703,Santo Amaro da Imperatriz,SC,28,0,0,0,0,242,270,0,270,Outras culturas e sistemas,Aspersão - Outros,"1,909","1,652",145,"3,707",812
4215752,São Bernardino,SC,,0,0,0,0,79,79,0,79,Outras culturas e sistemas,Aspersão - Outros,"2,966",0,96,"3,062",17
4215802,São Bento do Sul,SC,,0,0,0,0,59,59,0,59,Outras culturas e sistemas,Localizada,"2,892","1,674",429,"4,996","1,104"
4215901,São Bonifácio,SC,,0,0,0,0,98,98,0,98,Outras culturas e sistemas,Aspersão - Outros,"1,607","4,668",201,"6,477",0
4216008,São Carlos,SC,,0,0,0,0,2,2,0,2,Outras culturas e sistemas,Localizada,"2,736",0,10,"2,746",0
4216057,São Cristóvão do Sul,SC,,0,0,0,0,0,0,0,0,,,"1,433","1,500",315,"3,248",318
4216107,São Domingos,SC,,0,0,0,0,60,60,0,60,Outras culturas e sistemas,Aspersão - Outros,"9,710",195,304,"10,209","3,943"
4216206,São Francisco do Sul,SC,36,0,0,0,0,8,44,0,44,Arroz,Superficial,"2,032","1,316",153,"3,501","1,422"
4216255,São João do Oeste,SC,,0,0,0,0,0,0,0,0,,,"2,025",0,70,"2,095",0
4216305,São João Batista,SC,59,0,0,0,0,0,59,0,59,Arroz,Superficial,"1,558","1,335",53,"2,946",162
4216354,São João do Itaperiú,SC,"1,675",0,0,0,0,19,"1,694",0,"1,694",Arroz,Superficial,"2,867",279,195,"3,341","1,907"
4216404,São João do Sul,SC,"4,156",0,0,0,0,165,"4,321",0,"4,321",Arroz,Superficial,"4,537",17,139,"4,693","4,537"
4216503,São Joaquim,SC,,0,0,0,0,85,85,0,85,Outras culturas e sistemas,Localizada,"11,131","5,665","1,047","17,842",289
4216602,São José,SC,,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Aspersão - Outros,646,811,201,"1,658",251
4216701,São José do Cedro,SC,,0,0,0,0,21,21,0,21,Outras culturas e sistemas,Aspersão - Outros,"5,213",42,63,"5,318",67
4216800,São José do Cerrito,SC,,0,0,0,0,97,97,0,97,Outras culturas e sistemas,Aspersão - Outros,"15,072",84,874,"16,030","1,455"
4216909,São Lourenço do Oeste,SC,,0,0,0,0,71,71,0,71,Outras culturas e sistemas,Aspersão - Outros,"4,769",0,283,"5,053",0
4217006,São Ludgero,SC,,0,0,0,0,79,79,0,79,Outras culturas e sistemas,Aspersão - Outros,"1,835","1,368",100,"3,303",43
4217105,São Martinho,SC,,0,0,0,0,0,0,0,0,,,"1,625","2,690",265,"4,580",0
4217154,São Miguel da Boa Vista,SC,,0,0,0,0,0,0,0,0,,,635,0,15,651,0
4217204,São Miguel do Oeste,SC,,0,0,0,0,56,56,0,56,Outras culturas e sistemas,Aspersão - Outros,"2,448",0,23,"2,471",49
4217253,São Pedro de Alcântara,SC,,0,0,0,0,26,26,0,26,Outras culturas e sistemas,Aspersão - Outros,799,"1,866",171,"2,837",0
4217303,Saudades,SC,,0,0,0,0,9,9,0,9,Outras culturas e sistemas,Aspersão - Outros,"5,864",0,58,"5,922",0
4217402,Schroeder,SC,268,0,0,0,0,0,268,0,268,Arroz,Superficial,"2,006",491,67,"2,564",755
4217501,Seara,SC,,0,0,0,0,62,62,0,62,Outras culturas e sistemas,Aspersão - Outros,"2,465",47,192,"2,704",0
4217550,Serra Alta,SC,,0,0,0,0,41,41,0,41,Outras culturas e sistemas,Aspersão - Outros,879,0,0,879,0
4217600,Siderópolis,SC,114,0,0,0,0,23,137,0,137,Arroz,Superficial,"2,520",295,214,"3,029","1,189"
4217709,Sombrio,SC,"1,478",0,0,0,0,"3,217","4,695",0,"4,695",Outras culturas e sistemas,Localizada,"3,760",3,170,"3,933","3,387"
4217758,Sul Brasil,SC,,0,0,0,0,0,0,0,0,,,"1,994",0,13,"2,007",0
4217808,Taió,SC,"2,311",0,0,0,0,92,"2,403",0,"2,403",Arroz,Superficial,"12,111","5,272",975,"18,357","1,690"
4217907,Tangará,SC,,0,0,0,0,135,135,0,135,Outras culturas e sistemas,Aspersão - Outros,"6,918",0,66,"6,984",4
4217956,Tigrinhos,SC,,0,0,0,0,0,0,0,0,,,417,0,11,428,176
4218004,Tijucas,SC,"1,712",0,0,0,0,0,"1,712",0,"1,712",Arroz,Superficial,"3,646","1,343",271,"5,260","2,092"
4218103,Timbé do Sul,SC,"2,347",0,0,0,0,1,"2,348",0,"2,348",Arroz,Superficial,"3,909",889,48,"4,847","1,778"
4218202,Timbó,SC,517,0,0,0,0,16,533,0,533,Arroz,Superficial,"2,164",921,204,"3,289",643
4218251,Timbó Grande,SC,,0,0,0,0,0,0,0,0,,,"3,791","1,286",277,"5,354",477
4218301,Três Barras,SC,,0,0,0,0,5,5,0,5,Outras culturas e sistemas,Outros ou sem predominância,"5,426",433,403,"6,261","5,200"
4218350,Treviso,SC,11,0,0,0,0,0,11,0,11,Arroz,Superficial,0,0,243,243,0
4218400,Treze de Maio,SC,"1,038",0,0,0,0,155,"1,193",0,"1,193",Arroz,Superficial,"3,779",8,205,"3,992",595
4218509,Treze Tílias,SC,,0,0,0,0,0,0,0,0,,,"2,251",0,24,"2,274",0
4218608,Trombudo Central,SC,84,0,0,0,0,89,173,0,173,Outras culturas e sistemas,Outros ou sem predominância,"3,279",384,235,"3,898",152
4218707,Tubarão,SC,"5,209",0,0,0,0,488,"5,697",0,"5,697",Arroz,Superficial,"3,569","1,347",262,"5,177","1,540"
4218756,Tunápolis,SC,,0,0,0,0,0,0,0,0,,,"3,077",97,26,"3,200",0
4218806,Turvo,SC,"11,910",0,0,0,0,17,"11,927",0,"11,927",Arroz,Superficial,"6,986",1,187,"7,174","6,188"
4218855,União do Oeste,SC,,0,0,0,0,0,0,0,0,,,"1,609",0,52,"1,661",0
4218905,Urubici,SC,,0,0,0,0,328,328,0,328,Outras culturas e sistemas,Aspersão - Outros,"6,713","4,338",732,"11,782",320
4218954,Urupema,SC,,0,0,0,0,0,0,0,0,,,"1,808",509,205,"2,523",0
4219002,Urussanga,SC,22,0,0,0,0,78,100,0,100,Outras culturas e sistemas,Aspersão - Outros,"3,856",48,383,"4,287",279
4219101,Vargeão,SC,,0,0,0,0,100,100,0,100,Outras culturas e sistemas,Aspersão - Outros,"2,743",31,86,"2,860","1,072"
4219150,Vargem,SC,,0,0,0,0,0,0,0,0,,,"6,054",10,364,"6,428",612
4219176,Vargem Bonita,SC,,0,0,0,0,0,0,0,0,,,"2,074",194,108,"2,376",455
4219200,Vidal Ramos,SC,,0,0,0,0,395,395,0,395,Outras culturas e sistemas,Aspersão - Outros,"6,262",900,463,"7,625","1,067"
4219309,Videira,SC,,0,0,0,0,188,188,0,188,Outras culturas e sistemas,Aspersão - Outros,"6,513",0,128,"6,641",0
4219358,Vitor Meireles,SC,25,0,0,0,0,0,25,0,25,Arroz,Superficial,"4,050",518,398,"4,966",29
4219408,Witmarsum,SC,13,0,0,0,0,1,14,0,14,Arroz,Superficial,"2,761",453,372,"3,585",28
4219507,Xanxerê,SC,,0,0,0,0,60,60,0,60,Outras culturas e sistemas,Aspersão - Outros,"4,956",0,279,"5,236","1,107"
4219606,Xavantina,SC,,0,0,0,0,14,14,0,14,Outras culturas e sistemas,Aspersão - Outros,"2,712",0,145,"2,857",0
4219705,Xaxim,SC,,0,0,0,0,0,0,0,0,,,"2,881",0,223,"3,104",0
4219853,Zortéa,SC,,0,0,0,0,0,0,0,0,,,"2,655",623,37,"3,315","1,115"
4220000,Balneário Rincão,SC,,0,0,0,0,6,6,0,6,Outras culturas e sistemas,Aspersão - Outros,526,157,12,695,473
4300034,Aceguá,RS,"7,214",0,0,381,381,21,"7,616",0,"7,616",Arroz,Superficial,"7,093",0,334,"7,428",61
4300059,Água Santa,RS,0,0,0,0,0,110,110,0,110,Outras culturas e sistemas,Aspersão - Outros,"4,752",0,40,"4,792","4,752"
4300109,Agudo,RS,"8,566",0,0,0,0,44,"8,610",0,"8,610",Arroz,Superficial,"7,894",17,219,"8,129","2,890"
4300208,Ajuricaba,RS,0,0,0,0,0,0,0,0,0,,,"10,706",0,91,"10,798","10,706"
4300307,Alecrim,RS,0,0,0,0,0,0,0,0,0,,,"3,468","1,603",40,"5,111",739
4300406,Alegrete,RS,"52,659",0,0,"2,042","2,042","3,363","58,064",0,"58,064",Arroz,Superficial,"40,570",0,489,"41,059","29,404"
4300455,Alegria,RS,0,0,0,98,98,0,98,0,98,Pivôs centrais,Aspersão - Pivôs Centrais,"4,028",0,44,"4,072","1,798"
4300471,Almirante Tamandaré do Sul,RS,0,0,0,98,98,0,98,0,98,Pivôs centrais,Aspersão - Pivôs Centrais,"6,615",0,50,"6,666","4,696"
4300505,Alpestre,RS,0,0,0,0,0,13,13,0,13,Outras culturas e sistemas,Outros ou sem predominância,"7,118","2,780",30,"9,928",2
4300554,Alto Alegre,RS,0,0,0,24,24,0,24,0,24,Pivôs centrais,Aspersão - Pivôs Centrais,"5,845",0,67,"5,912","5,845"
4300570,Alto Feliz,RS,0,0,0,0,0,15,15,0,15,Outras culturas e sistemas,Outros ou sem predominância,"1,641",6,87,"1,734",0
4300604,Alvorada,RS,39,0,0,0,0,11,50,0,50,Arroz,Superficial,361,0,11,372,361
4300638,Amaral Ferrador,RS,244,0,0,0,0,27,271,0,271,Arroz,Superficial,"2,544",0,57,"2,601","1,944"
4300646,Ametista do Sul,RS,0,0,0,0,0,24,24,0,24,Outras culturas e sistemas,Localizada,"3,417",0,43,"3,460",0
4300661,André da Rocha,RS,0,0,0,0,0,0,0,0,0,,,"5,531",0,198,"5,729","4,951"
4300703,Anta Gorda,RS,0,0,0,0,0,11,11,0,11,Outras culturas e sistemas,Aspersão - Outros,"2,435",0,97,"2,532",0
4300802,Antônio Prado,RS,0,0,0,0,0,643,643,0,643,Outras culturas e sistemas,Localizada,"4,640",14,260,"4,915",0
4300851,Arambaré,RS,"13,862",0,0,0,0,0,"13,862",0,"13,862",Arroz,Superficial,"1,189",0,46,"1,235",185
4300877,Araricá,RS,0,0,0,0,0,2,2,0,2,Outras culturas e sistemas,Outros ou sem predominância,689,6,35,730,689
4300901,Aratiba,RS,0,0,0,0,0,0,0,0,0,,,"4,523","2,621",104,"7,247",0
4301008,Arroio do Meio,RS,0,0,0,0,0,16,16,0,16,Outras culturas e sistemas,Outros ou sem predominância,"4,598",0,109,"4,707","1,940"
4301057,Arroio do Sal,RS,0,0,0,0,0,3,3,0,3,Outras culturas e sistemas,Localizada,"1,023",262,0,"1,285","1,023"
4301073,Arroio do Padre,RS,0,0,0,0,0,82,82,0,82,Outras culturas e sistemas,Localizada,337,0,11,348,146
4301107,Arroio dos Ratos,RS,0,0,0,0,0,83,83,0,83,Outras culturas e sistemas,Outros ou sem predominância,"4,519",0,161,"4,680","2,886"
4301206,Arroio do Tigre,RS,0,0,0,0,0,0,0,0,0,,,"8,079",0,181,"8,260",0
4301305,Arroio Grande,RS,"31,084",0,0,0,0,299,"31,383",0,"31,383",Arroz,Superficial,"22,886",0,138,"23,024","19,238"
4301404,Arvorezinha,RS,0,0,0,0,0,0,0,0,0,,,"3,169",0,141,"3,309",0
4301503,Augusto Pestana,RS,0,0,0,80,80,0,80,0,80,Pivôs centrais,Aspersão - Pivôs Centrais,"6,751",0,32,"6,783","6,751"
4301552,Áurea,RS,0,0,0,0,0,49,49,0,49,Outras culturas e sistemas,Aspersão - Outros,"3,297",0,11,"3,308",655
4301602,Bagé,RS,"8,662",0,0,180,180,341,"9,182",0,"9,182",Arroz,Superficial,"9,800",0,387,"10,188","3,414"
4301636,Balneário Pinhal,RS,438,0,0,0,0,0,438,0,438,Arroz,Superficial,0,0,0,0,0
4301651,Barão,RS,0,0,0,0,0,50,50,0,50,Outras culturas e sistemas,Localizada,"1,173",0,70,"1,243",0
4301701,Barão de Cotegipe,RS,0,0,0,0,0,5,5,0,5,Outras culturas e sistemas,Outros ou sem predominância,"3,190",0,97,"3,287",0
4301750,Barão do Triunfo,RS,173,0,0,0,0,74,247,0,247,Arroz,Superficial,"1,672",0,185,"1,857",0
4301800,Barracão,RS,0,0,0,0,0,0,0,0,0,,,"8,553","1,257",75,"9,885","4,480"
4301859,Barra do Guarita,RS,0,0,0,0,0,0,0,0,0,,,"1,659",248,0,"1,907",0
4301875,Barra do Quaraí,RS,"17,730",0,0,224,224,17,"17,971",0,"17,971",Arroz,Superficial,"7,536",0,39,"7,575","2,721"
4301909,Barra do Ribeiro,RS,"10,755",0,0,0,0,10,"10,765",0,"10,765",Arroz,Superficial,"7,312",0,283,"7,595","1,776"
4301925,Barra do Rio Azul,RS,0,0,0,0,0,0,0,0,0,,,"2,516",0,73,"2,589",0
4301958,Barra Funda,RS,0,0,0,0,0,3,3,0,3,Outras culturas e sistemas,Outros ou sem predominância,689,0,10,700,494
4302006,Barros Cassal,RS,0,0,0,0,0,25,25,0,25,Outras culturas e sistemas,Localizada,"8,320",0,383,"8,703","1,958"
4302055,Benjamin Constant do Sul,RS,0,0,0,0,0,0,0,0,0,,,"1,097",1,47,"1,145",0
4302105,Bento Gonçalves,RS,0,0,0,0,0,86,86,0,86,Outras culturas e sistemas,Localizada,"2,116",0,111,"2,227",0
4302154,Boa Vista das Missões,RS,0,0,0,354,354,73,427,0,427,Pivôs centrais,Aspersão - Pivôs Centrais,"5,989",0,38,"6,027","5,989"
4302204,Boa Vista do Buricá,RS,0,0,0,0,0,0,0,0,0,,,"1,689",0,15,"1,704",99
4302220,Boa Vista do Cadeado,RS,0,0,0,"5,030","5,030",0,"5,030",0,"5,030",Pivôs centrais,Aspersão - Pivôs Centrais,"13,450",0,183,"13,633","13,275"
4302238,Boa Vista do Incra,RS,0,0,0,"3,483","3,483",0,"3,483",0,"3,483",Pivôs centrais,Aspersão - Pivôs Centrais,"9,421",0,230,"9,651","9,421"
4302253,Boa Vista do Sul,RS,0,0,0,0,0,18,18,0,18,Outras culturas e sistemas,Localizada,"1,575",0,93,"1,668",0
4302303,Bom Jesus,RS,0,0,0,0,0,239,239,0,239,Outras culturas e sistemas,Localizada,"22,666","2,179","1,021","25,865","11,189"
4302352,Bom Princípio,RS,0,0,0,0,0,80,80,0,80,Outras culturas e sistemas,Localizada,"1,555",1,32,"1,588",313
4302378,Bom Progresso,RS,0,0,0,0,0,0,0,0,0,,,"2,169",0,21,"2,190",434
4302402,Bom Retiro do Sul,RS,0,0,0,0,0,0,0,0,0,,,"1,708",15,50,"1,773","1,708"
4302451,Boqueirão do Leão,RS,0,0,0,0,0,7,7,0,7,Outras culturas e sistemas,Localizada,"2,274",0,122,"2,396",0
4302501,Bossoroca,RS,0,0,0,"1,893","1,893",0,"1,893",0,"1,893",Pivôs centrais,Aspersão - Pivôs Centrais,"12,618",0,87,"12,705","10,160"
4302584,Bozano,RS,0,0,0,0,0,30,30,0,30,Outras culturas e sistemas,Outros ou sem predominância,"7,840",0,13,"7,853","7,840"
4302600,Braga,RS,0,0,0,67,67,0,67,0,67,Pivôs centrais,Aspersão - Pivôs Centrais,"2,340",0,46,"2,386","1,884"
4302659,Brochier,RS,0,0,0,0,0,1,1,0,1,Outras culturas e sistemas,Outros ou sem predominância,"1,406",0,81,"1,488",0
4302709,Butiá,RS,125,0,0,0,0,26,151,0,151,Arroz,Superficial,"4,368",0,498,"4,867","1,483"
4302808,Caçapava do Sul,RS,"1,706",0,0,0,0,294,"2,000",0,"2,000",Arroz,Superficial,"22,167",0,"1,135","23,301","17,619"
4302907,Cacequi,RS,"12,252",0,0,374,374,8,"12,635",0,"12,635",Arroz,Superficial,"11,473",0,11,"11,484","10,405"
4303004,Cachoeira do Sul,RS,"24,953",0,0,"1,597","1,597",533,"27,084",0,"27,084",Arroz,Superficial,"57,037",0,"1,780","58,817","39,774"
4303103,Cachoeirinha,RS,0,0,0,0,0,0,0,0,0,,,405,0,19,425,405
4303202,Cacique Doble,RS,0,0,0,0,0,8,8,0,8,Outras culturas e sistemas,Outros ou sem predominância,"3,418",0,11,"3,429","1,022"
4303301,Caibaté,RS,0,0,0,296,296,0,296,0,296,Pivôs centrais,Aspersão - Pivôs Centrais,"4,433",0,43,"4,476","2,692"
4303400,Caiçara,RS,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,"4,000",145,48,"4,193",0
4303509,Camaquã,RS,"29,723",0,0,0,0,638,"30,361",0,"30,361",Arroz,Superficial,"2,704",0,223,"2,927",457
4303558,Camargo,RS,0,0,0,0,0,85,85,0,85,Outras culturas e sistemas,Localizada,"1,646",0,40,"1,686",0
4303608,Cambará do Sul,RS,0,0,0,0,0,126,126,0,126,Outras culturas e sistemas,Aspersão - Outros,"3,243","1,806",450,"5,499","1,877"
4303673,Campestre da Serra,RS,0,0,0,0,0,433,433,0,433,Outras culturas e sistemas,Aspersão - Outros,"6,853",170,390,"7,413","3,034"
4303707,Campina das Missões,RS,0,0,0,0,0,0,0,0,0,,,"5,639",0,24,"5,663","5,485"
4303806,Campinas do Sul,RS,0,0,0,0,0,84,84,0,84,Outras culturas e sistemas,Outros ou sem predominância,"5,930",0,62,"5,992","5,607"
4303905,Campo Bom,RS,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Outros ou sem predominância,0,0,0,0,0
4304002,Campo Novo,RS,0,0,0,"1,366","1,366",0,"1,366",0,"1,366",Pivôs centrais,Aspersão - Pivôs Centrais,"4,444",0,25,"4,468","4,444"
4304101,Campos Borges,RS,0,0,0,135,135,0,135,0,135,Pivôs centrais,Aspersão - Pivôs Centrais,"5,295",0,76,"5,371","5,295"
4304200,Candelária,RS,"6,435",0,0,0,0,16,"6,451",0,"6,451",Arroz,Superficial,"13,948",0,473,"14,421","8,044"
4304309,Cândido Godói,RS,0,0,0,0,0,0,0,0,0,,,"3,434",0,20,"3,453","3,167"
4304358,Candiota,RS,175,0,0,108,108,29,312,0,312,Arroz,Superficial,"4,184",0,0,"4,184","1,349"
4304408,Canela,RS,0,0,0,0,0,16,16,0,16,Outras culturas e sistemas,Localizada,"1,223",104,187,"1,515",0
4304507,Canguçu,RS,404,0,0,0,0,"3,064","3,467",0,"3,467",Outras culturas e sistemas,Outros ou sem predominância,"14,413",0,477,"14,890","7,195"
4304606,Canoas,RS,890,0,0,0,0,2,892,0,892,Arroz,Superficial,"2,139",0,0,"2,139","2,139"
4304614,Canudos do Vale,RS,0,0,0,0,0,0,0,0,0,,,"2,256",0,103,"2,359",0
4304622,Capão Bonito do Sul,RS,0,0,0,0,0,17,17,0,17,Outras culturas e sistemas,Aspersão - Outros,"9,916",1,100,"10,017","9,381"
4304630,Capão da Canoa,RS,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0
4304655,Capão do Cipó,RS,0,0,0,"1,901","1,901",0,"1,901",0,"1,901",Pivôs centrais,Aspersão - Pivôs Centrais,"11,566",0,68,"11,634","11,517"
4304663,Capão do Leão,RS,"6,358",0,0,0,0,100,"6,458",0,"6,458",Arroz,Superficial,"2,996",0,29,"3,025","2,970"
4304671,Capivari do Sul,RS,"10,775",0,0,0,0,0,"10,775",0,"10,775",Arroz,Superficial,347,0,41,388,0
4304689,Capela de Santana,RS,"1,907",0,0,0,0,44,"1,951",0,"1,951",Arroz,Superficial,"1,433",4,29,"1,467","1,433"
4304697,Capitão,RS,0,0,0,0,0,0,0,0,0,,,405,0,26,430,0
4304705,Carazinho,RS,0,0,0,541,541,0,541,0,541,Pivôs centrais,Aspersão - Pivôs Centrais,"16,300",0,263,"16,564","16,300"
4304713,Caraá,RS,193,0,0,0,0,20,213,0,213,Arroz,Superficial,"3,538",23,208,"3,769",0
4304804,Carlos Barbosa,RS,0,0,0,0,0,147,147,0,147,Outras culturas e sistemas,Localizada,"2,549",1,142,"2,693",0
4304853,Carlos Gomes,RS,0,0,0,0,0,0,0,0,0,,,"1,857",0,0,"1,857",0
4304903,Casca,RS,0,0,0,0,0,8,8,0,8,Outras culturas e sistemas,Outros ou sem predominância,"5,090",0,152,"5,241",0
4304952,Caseiros,RS,0,0,0,0,0,50,50,0,50,Outras culturas e sistemas,Aspersão - Outros,"3,182",0,12,"3,194","2,981"
4305009,Catuípe,RS,0,0,0,"1,283","1,283",0,"1,283",0,"1,283",Pivôs centrais,Aspersão - Pivôs Centrais,"10,243",0,64,"10,308","10,243"
4305108,Caxias do Sul,RS,0,0,0,0,0,"2,698","2,698",0,"2,698",Outras culturas e sistemas,Localizada,"13,253",968,"1,086","15,307","2,879"
4305116,Centenário,RS,0,0,0,0,0,6,6,0,6,Outras culturas e sistemas,Localizada,"2,805",0,0,"2,805",162
4305124,Cerrito,RS,152,0,0,0,0,10,162,0,162,Arroz,Superficial,"3,414",0,21,"3,434","3,073"
4305132,Cerro Branco,RS,831,0,0,0,0,12,843,0,843,Arroz,Superficial,"1,285",0,69,"1,355",16
4305157,Cerro Grande,RS,0,0,0,0,0,0,0,0,0,,,"1,748",0,0,"1,748",20
4305173,Cerro Grande do Sul,RS,620,0,0,0,0,57,677,0,677,Arroz,Superficial,"1,153",0,85,"1,238",396
4305207,Cerro Largo,RS,0,0,0,0,0,0,0,0,0,,,"4,013",0,16,"4,029","4,013"
4305306,Chapada,RS,0,0,0,"1,550","1,550",23,"1,573",0,"1,573",Pivôs centrais,Aspersão - Pivôs Centrais,"17,803",0,228,"18,030","13,759"
4305355,Charqueadas,RS,"3,618",0,0,0,0,25,"3,643",0,"3,643",Arroz,Superficial,"4,363",0,0,"4,363","4,363"
4305371,Charrua,RS,0,0,0,0,0,5,5,0,5,Outras culturas e sistemas,Aspersão - Outros,"2,070",0,27,"2,097",0
4305405,Chiapetta,RS,0,0,0,"2,748","2,748",65,"2,813",0,"2,813",Pivôs centrais,Aspersão - Pivôs Centrais,"5,304",0,39,"5,344","5,304"
4305439,Chuí,RS,"1,883",0,0,0,0,0,"1,883",0,"1,883",Arroz,Superficial,"2,462",0,23,"2,485","2,462"
4305447,Chuvisca,RS,0,0,0,0,0,3,3,0,3,Outras culturas e sistemas,Outros ou sem predominância,950,0,31,981,151
4305454,Cidreira,RS,"1,013",0,0,0,0,0,"1,013",0,"1,013",Arroz,Superficial,0,0,24,24,0
4305504,Ciríaco,RS,0,0,0,0,0,83,83,0,83,Outras culturas e sistemas,Aspersão - Outros,"4,515",0,148,"4,664","1,703"
4305587,Colinas,RS,0,0,0,0,0,4,4,0,4,Outras culturas e sistemas,Localizada,"3,813",11,62,"3,886","1,663"
4305603,Colorado,RS,0,0,0,0,0,0,0,0,0,,,"7,822",0,155,"7,977","7,822"
4305702,Condor,RS,0,0,0,"1,560","1,560",0,"1,560",0,"1,560",Pivôs centrais,Aspersão - Pivôs Centrais,"9,306",0,71,"9,376","9,306"
4305801,Constantina,RS,0,0,0,0,0,2,2,0,2,Outras culturas e sistemas,Outros ou sem predominância,"4,069",0,70,"4,139",592
4305835,Coqueiro Baixo,RS,0,0,0,0,0,0,0,0,0,,,"1,501",9,40,"1,550",0
4305850,Coqueiros do Sul,RS,0,0,0,0,0,13,13,0,13,Outras culturas e sistemas,Aspersão - Outros,"6,901",0,64,"6,965","5,380"
4305871,Coronel Barros,RS,0,0,0,209,209,0,209,0,209,Pivôs centrais,Aspersão - Pivôs Centrais,"6,673",0,64,"6,737","6,673"
4305900,Coronel Bicaco,RS,0,0,0,"1,401","1,401",0,"1,401",0,"1,401",Pivôs centrais,Aspersão - Pivôs Centrais,"10,871",0,93,"10,964","8,993"
4305934,Coronel Pilar,RS,0,0,0,0,0,17,17,0,17,Outras culturas e sistemas,Localizada,"1,148",0,61,"1,209",0
4305959,Cotiporã,RS,0,0,0,0,0,40,40,0,40,Outras culturas e sistemas,Localizada,"3,734",11,130,"3,876",0
4305975,Coxilha,RS,0,0,0,298,298,12,310,0,310,Pivôs centrais,Aspersão - Pivôs Centrais,"9,424",0,81,"9,505","9,424"
4306007,Crissiumal,RS,0,0,0,0,0,0,0,0,0,,,"8,081",123,53,"8,257","1,800"
4306056,Cristal,RS,"4,094",0,0,0,0,187,"4,281",0,"4,281",Arroz,Superficial,"9,319",0,89,"9,408","6,136"
4306072,Cristal do Sul,RS,0,0,0,0,0,1,1,0,1,Outras culturas e sistemas,Outros ou sem predominância,"3,799",0,15,"3,814",764
4306106,Cruz Alta,RS,0,0,0,"11,079","11,079",45,"11,124",0,"11,124",Pivôs centrais,Aspersão - Pivôs Centrais,"21,776",0,594,"22,371","21,575"
4306130,Cruzaltense,RS,0,0,0,0,0,0,0,0,0,,,"5,524",0,35,"5,559","2,569"
4306205,Cruzeiro do Sul,RS,567,0,0,0,0,51,618,0,618,Arroz,Superficial,"1,855",7,61,"1,922","1,855"
4306304,David Canabarro,RS,0,0,0,0,0,7,7,0,7,Outras culturas e sistemas,Outros ou sem predominância,754,0,50,804,0
4306320,Derrubadas,RS,0,0,0,0,0,0,0,0,0,,,"1,941",52,75,"2,067",386
4306353,Dezesseis de Novembro,RS,0,0,0,60,60,0,60,0,60,Pivôs centrais,Aspersão - Pivôs Centrais,"2,788",15,28,"2,832","2,524"
4306379,Dilermando de Aguiar,RS,"2,369",0,0,0,0,0,"2,369",0,"2,369",Arroz,Superficial,"4,239",0,258,"4,497","4,239"
4306403,Dois Irmãos,RS,0,0,0,0,0,10,10,0,10,Outras culturas e sistemas,Outros ou sem predominância,"1,209",0,83,"1,292",0
4306429,Dois Irmãos das Missões,RS,0,0,0,"1,496","1,496",0,"1,496",0,"1,496",Pivôs centrais,Aspersão - Pivôs Centrais,"4,520",0,69,"4,590","4,313"
