codigo_ibge,nome,codigo_uf,nome_porto,transportation_cost
2602803,Buíque,26,suape,25309.84607
2602803,Buíque,26,aratu,24856.78612
2602803,Buíque,26,natal,26086.66447
2202000,Buriti dos Lopes,22,suape,30096.86795
2202000,Buriti dos Lopes,22,aratu,29600.25674
2202000,Buriti dos Lopes,22,natal,30872.42295
2202026,Buriti dos Montes,22,suape,28690.17929
2202026,Buriti dos Montes,22,aratu,28134.768
2202026,Buriti dos Montes,22,natal,29476.27885
2904753,Buritirama,29,suape,27288.88964
2904753,Buritirama,29,aratu,26246.14582
2904753,Buritirama,29,natal,28139.00763
3109402,Buritizeiro,31,suape,25157.3059
3109402,Buritizeiro,31,aratu,23591.41503
3109402,Buritizeiro,31,natal,26058.25018
2904803,Caatiba,29,suape,23839.54135
2904803,Caatiba,29,aratu,22727.2618
2904803,Caatiba,29,natal,24701.37161
2503100,Cabaceiras,25,suape,25510.73614
2503100,Cabaceiras,25,aratu,25192.54536
2503100,Cabaceiras,25,natal,26266.88811
2904852,Cabaceiras do Paraguaçu,29,suape,24343.36659
2904852,Cabaceiras do Paraguaçu,29,aratu,23487.43915
2904852,Cabaceiras do Paraguaçu,29,natal,25175.66137
2202059,Cabeceiras do Piauí,22,suape,29639.63369
2202059,Cabeceiras do Piauí,22,aratu,29045.3099
2202059,Cabeceiras do Piauí,22,natal,30429.93698
2603009,Cabrobó,26,suape,26314.72752
2603009,Cabrobó,26,aratu,25705.31629
2603009,Cabrobó,26,natal,27112.02691
3102704,Cachoeira de Pajeú,31,suape,23952.94944
3102704,Cachoeira de Pajeú,31,aratu,22695.98443
3102704,Cachoeira de Pajeú,31,natal,24828.98988
2503308,Cachoeira dos Índios,25,suape,26826.05461
2503308,Cachoeira dos Índios,25,aratu,26356.14185
2503308,Cachoeira dos Índios,25,natal,27602.67649
1703826,Cachoeirinha,17,suape,31455.00207
1703826,Cachoeirinha,17,aratu,30416.99909
1703826,Cachoeirinha,17,natal,32300.29523
2603108,Cachoeirinha,26,suape,24980.48886
2603108,Cachoeirinha,26,aratu,24608.22304
2603108,Cachoeirinha,26,natal,25745.93163
4303103,Cachoeirinha,43,suape,24581.36718
4303103,Cachoeirinha,43,aratu,21898.36915
4303103,Cachoeirinha,43,natal,25505.49646
2503407,Cacimba de Areia,25,suape,26067.23024
2503407,Cacimba de Areia,25,aratu,25701.44425
2503407,Cacimba de Areia,25,natal,26829.62825
2503506,Cacimba de Dentro,25,suape,25739.60968
2503506,Cacimba de Dentro,25,aratu,25509.80469
2503506,Cacimba de Dentro,25,natal,26481.41096
2503555,Cacimbas,25,suape,25982.51517
2503555,Cacimbas,25,aratu,25619.33455
2503555,Cacimbas,25,natal,26744.67298
2701209,Cacimbinhas,27,suape,24845.08159
2701209,Cacimbinhas,27,aratu,24358.20654
2701209,Cacimbinhas,27,natal,25627.66742
2905008,Caculé,29,suape,24936.16773
2905008,Caculé,29,aratu,23736.05066
2905008,Caculé,29,natal,25805.58257
2905107,Caém,29,suape,25605.17291
2905107,Caém,29,aratu,24756.04974
2905107,Caém,29,natal,26434.75837
2905156,Caetanos,29,suape,24364.457
2905156,Caetanos,29,aratu,23262.45145
2905156,Caetanos,29,natal,25224.53278
2603207,Caetés,26,suape,24997.77939
2603207,Caetés,26,aratu,24577.22641
2603207,Caetés,26,natal,25770.40174
2905206,Caetité,29,suape,25251.732
2905206,Caetité,29,aratu,24064.31365
2905206,Caetité,29,natal,26119.5216
2905305,Cafarnaum,29,suape,25809.08535
2905305,Cafarnaum,29,aratu,24847.60554
2905305,Cafarnaum,29,natal,26651.7685
4303400,Caiçara,43,suape,26500.07033
4303400,Caiçara,43,aratu,23924.65113
4303400,Caiçara,43,natal,27429.01981
2503605,Caiçara,25,suape,25617.46322
2503605,Caiçara,25,aratu,25414.40649
2503605,Caiçara,25,natal,26355.21088
2401859,Caiçara do Norte,24,suape,26684.17813
2401859,Caiçara do Norte,24,aratu,26515.06596
2401859,Caiçara do Norte,24,natal,27414.27935
2401909,Caiçara do Rio do Vento,24,suape,26286.05045
2401909,Caiçara do Rio do Vento,24,aratu,26086.37065
2401909,Caiçara do Rio do Vento,24,natal,27021.91858
2402006,Caicó,24,suape,26388.63377
2402006,Caicó,24,aratu,26064.01174
2402006,Caicó,24,natal,27144.11979
2503704,Cajazeiras,25,suape,26791.58229
2503704,Cajazeiras,25,aratu,26332.41801
2503704,Cajazeiras,25,natal,27566.68287
2202075,Cajazeiras do Piauí,22,suape,28539.83847
2202075,Cajazeiras do Piauí,22,aratu,27812.25573
2202075,Cajazeiras do Piauí,22,natal,29349.87198
2503753,Cajazeirinhas,25,suape,26424.66175
2503753,Cajazeirinhas,25,aratu,26018.2633
2503753,Cajazeirinhas,25,natal,27192.55245
2603306,Calçado,26,suape,24897.72402
2603306,Calçado,26,aratu,24503.25414
2603306,Calçado,26,natal,25666.66156
2503803,Caldas Brandão,25,suape,25311.64734
2503803,Caldas Brandão,25,aratu,25092.623
2503803,Caldas Brandão,25,natal,26052.58899
2905503,Caldeirão Grande,29,suape,25563.11288
2905503,Caldeirão Grande,29,aratu,24726.68078
2905503,Caldeirão Grande,29,natal,26391.20003
2202091,Caldeirão Grande do Piauí,22,suape,27485.26558
2202091,Caldeirão Grande do Piauí,22,aratu,26848.66293
2202091,Caldeirão Grande do Piauí,22,natal,28284.50434
2603405,Calumbi,26,suape,26083.0474
2603405,Calumbi,26,aratu,25594.15043
2603405,Calumbi,26,natal,26863.70065
2503902,Camalaú,25,suape,25536.07636
2503902,Camalaú,25,aratu,25152.55992
2503902,Camalaú,25,natal,26302.14787
2302602,Camocim,23,suape,29803.6973
2302602,Camocim,23,aratu,29391.67108
2302602,Camocim,23,natal,30566.98836
2603504,Camocim de São Félix,26,suape,24844.07759
2603504,Camocim de São Félix,26,aratu,24517.66268
2603504,Camocim de São Félix,26,natal,25602.81664
2504009,Campina Grande,25,suape,25475.35849
2504009,Campina Grande,25,aratu,25205.43412
2504009,Campina Grande,25,natal,26224.05286
2202109,Campinas do Piauí,22,suape,27889.30439
2202109,Campinas do Piauí,22,aratu,27147.18031
2202109,Campinas do Piauí,22,natal,28702.12732
2905909,Campo Alegre de Lourdes,29,suape,27539.38225
2905909,Campo Alegre de Lourdes,29,aratu,26610.26348
2905909,Campo Alegre de Lourdes,29,natal,28376.07322
2202117,Campo Alegre do Fidalgo,22,suape,27523.29312
2202117,Campo Alegre do Fidalgo,22,aratu,26741.75141
2202117,Campo Alegre do Fidalgo,22,natal,28341.72679
2906006,Campo Formoso,29,suape,25813.53087
2906006,Campo Formoso,29,aratu,25007.81383
2906006,Campo Formoso,29,natal,26637.43483
2202133,Campo Grande do Piauí,22,suape,27762.33855
2202133,Campo Grande do Piauí,22,aratu,27109.52641
2202133,Campo Grande do Piauí,22,natal,28563.39065
2202208,Campo Maior,22,suape,29405.22159
2202208,Campo Maior,22,aratu,28802.13233
2202208,Campo Maior,22,natal,30197.08001
2402105,Campo Redondo,24,suape,26118.20978
2402105,Campo Redondo,24,aratu,25877.51148
2402105,Campo Redondo,24,natal,26861.0072
2302701,Campos Sales,23,suape,27494.90763
2302701,Campos Sales,23,aratu,26892.50926
2302701,Campos Sales,23,natal,28289.40442
2701605,Canapi,27,suape,25251.23049
2701605,Canapi,27,aratu,24734.2218
2701605,Canapi,27,natal,26037.38578
2906105,Canápolis,29,suape,26530.28925
2906105,Canápolis,29,aratu,25301.33013
2906105,Canápolis,29,natal,27400.85624
3111804,Canápolis,31,suape,26880.04756
3111804,Canápolis,31,aratu,25006.86185
3111804,Canápolis,31,natal,27799.22302
2906204,Canarana,29,suape,25954.66975
2906204,Canarana,29,aratu,24973.2379
2906204,Canarana,29,natal,26799.45992
5102702,Canarana,51,suape,30455.4046
5102702,Canarana,51,aratu,28760.96647
5102702,Canarana,51,natal,31362.33857
2202251,Canavieira,22,suape,28730.67957
2202251,Canavieira,22,aratu,27863.52086
2202251,Canavieira,22,natal,29558.38718
2906402,Candeal,29,suape,24647.99418
2906402,Candeal,29,aratu,23845.67502
2906402,Candeal,29,natal,25473.2413
2906600,Candiba,29,suape,25294.72271
2906600,Candiba,29,aratu,24059.62468
2906600,Candiba,29,natal,26167.17971
2906709,Cândido Sales,29,suape,24023.93647
2906709,Cândido Sales,29,aratu,22817.52451
2906709,Cândido Sales,29,natal,24895.03356
2801108,Canhoba,28,suape,24476.20511
2801108,Canhoba,28,aratu,23944.67539
2801108,Canhoba,28,natal,25265.83328
2603702,Canhotinho,26,suape,24764.53627
2603702,Canhotinho,26,aratu,24372.52475
2603702,Canhotinho,26,natal,25533.36719
2302800,Canindé,23,suape,28404.32471
2302800,Canindé,23,aratu,28026.97793
2302800,Canindé,23,natal,29164.47002
2801207,Canindé de São Francisco,28,suape,25076.4518
2801207,Canindé de São Francisco,28,aratu,24511.96942
2801207,Canindé de São Francisco,28,natal,25869.60604
2906808,Cansanção,29,suape,25358.09743
2906808,Cansanção,29,aratu,24602.17969
2906808,Cansanção,29,natal,26176.37886
2202307,Canto do Buriti,22,suape,28170.6241
2202307,Canto do Buriti,22,aratu,27329.63509
2202307,Canto do Buriti,22,natal,28995.75544
2906824,Canudos,29,suape,25564.0778
2906824,Canudos,29,aratu,24881.77529
2906824,Canudos,29,natal,26372.43867
2906857,Capela do Alto Alegre,29,suape,25046.99709
2906857,Capela do Alto Alegre,29,aratu,24201.7767
2906857,Capela do Alto Alegre,29,natal,25876.92276
2906873,Capim Grosso,29,suape,25261.58507
2906873,Capim Grosso,29,aratu,24422.50002
2906873,Capim Grosso,29,natal,26090.44072
2302909,Capistrano,23,suape,28177.00188
2302909,Capistrano,23,aratu,27824.25081
2302909,Capistrano,23,natal,28933.72889
2202406,Capitão de Campos,22,suape,29489.11034
2202406,Capitão de Campos,22,aratu,28920.58104
2202406,Capitão de Campos,22,natal,30275.95338
3112703,Capitão Enéas,31,suape,24924.70905
3112703,Capitão Enéas,31,aratu,23504.32594
3112703,Capitão Enéas,31,natal,25814.35274
2202455,Capitão Gervásio Oliveira,22,suape,27459.48181
2202455,Capitão Gervásio Oliveira,22,aratu,26672.57107
2202455,Capitão Gervásio Oliveira,22,natal,28278.69004
2603801,Capoeiras,26,suape,25022.6585
2603801,Capoeiras,26,aratu,24604.55171
2603801,Capoeiras,26,natal,25794.8712
2202505,Caracol,22,suape,27801.79519
2202505,Caracol,22,aratu,26866.5668
2202505,Caracol,22,natal,28638.89669
5002803,Caracol,50,suape,29995.34143
5002803,Caracol,50,aratu,27622.51811
5002803,Caracol,50,natal,30927.57182
3113008,Caraí,31,suape,23556.39089
3113008,Caraí,31,aratu,22196.67384
3113008,Caraí,31,natal,24442.18319
2906899,Caraíbas,29,suape,24366.95629
2906899,Caraíbas,29,aratu,23214.94722
2906899,Caraíbas,29,natal,25232.20458
2402303,Caraúbas,24,suape,26924.66181
2402303,Caraúbas,24,aratu,26601.95213
2402303,Caraúbas,24,natal,27678.87877
2504074,Caraúbas,25,suape,25478.57887
2504074,Caraúbas,25,aratu,25130.82934
2504074,Caraúbas,25,natal,26239.33417
2202539,Caraúbas do Piauí,22,suape,29937.25747
2202539,Caraúbas do Piauí,22,aratu,29427.34411
2202539,Caraúbas do Piauí,22,natal,30714.99224
2303006,Caridade,23,suape,28416.79468
2303006,Caridade,23,aratu,28055.14753
2303006,Caridade,23,natal,29174.50445
2202554,Caridade do Piauí,22,suape,27446.0104
2202554,Caridade do Piauí,22,aratu,26761.49015
2202554,Caridade do Piauí,22,natal,28251.80969
2907103,Carinhanha,29,suape,25794.17222
2907103,Carinhanha,29,aratu,24510.12626
2907103,Carinhanha,29,natal,26670.80616
2801405,Carira,28,suape,24691.20505
2801405,Carira,28,aratu,24089.91176
2801405,Carira,28,natal,25490.12297
2303105,Cariré,23,suape,29106.00561
2303105,Cariré,23,aratu,28666.48484
2303105,Cariré,23,natal,29874.49673
2303204,Caririaçu,23,suape,27033.72659
2303204,Caririaçu,23,aratu,26512.31862
2303204,Caririaçu,23,natal,27817.48279
2303303,Cariús,23,suape,27377.26118
2303303,Cariús,23,aratu,26869.02444
2303303,Cariús,23,natal,28158.56687
2603900,Carnaíba,26,suape,26000.38849
2603900,Carnaíba,26,aratu,25546.76052
2603900,Carnaíba,26,natal,26776.04212
2402402,Carnaúba dos Dantas,24,suape,26121.19969
2402402,Carnaúba dos Dantas,24,aratu,25831.93123
2402402,Carnaúba dos Dantas,24,natal,26871.67634
2402501,Carnaubais,24,suape,26852.73909
2402501,Carnaubais,24,aratu,26609.69482
2402501,Carnaubais,24,natal,27594.5164
2303402,Carnaubal,23,suape,29199.58862
2303402,Carnaubal,23,aratu,28716.21801
2303402,Carnaubal,23,natal,29974.4727
2603926,Carnaubeira da Penha,26,suape,26158.24903
2603926,Carnaubeira da Penha,26,aratu,25601.40014
2603926,Carnaubeira da Penha,26,natal,26948.48075
2701803,Carneiros,27,suape,24973.42653
2701803,Carneiros,27,aratu,24451.17948
2701803,Carneiros,27,natal,25760.82755
2504108,Carrapateira,25,suape,26619.4597
2504108,Carrapateira,25,aratu,26167.93941
2504108,Carrapateira,25,natal,27393.72599
2604106,Caruaru,26,suape,24968.61037
2604106,Caruaru,26,aratu,24629.96285
2604106,Caruaru,26,natal,25728.97283
2907202,Casa Nova,29,suape,26753.70869
2907202,Casa Nova,29,aratu,25985.01835
2907202,Casa Nova,29,natal,27571.55719
4104808,Cascavel,41,suape,27157.74783
4104808,Cascavel,41,aratu,24722.62041
4104808,Cascavel,41,natal,28089.6156
2303501,Cascavel,23,suape,28068.22304
2303501,Cascavel,23,aratu,27781.66527
2303501,Cascavel,23,natal,28814.76782
2604155,Casinhas,26,suape,25143.13816
2604155,Casinhas,26,aratu,24856.09627
2604155,Casinhas,26,natal,25895.18098
2504157,Casserengue,25,suape,25682.57134
2504157,Casserengue,25,aratu,25441.7659
2504157,Casserengue,25,natal,26426.24247
2202604,Castelo do Piauí,22,suape,28885.76115
2202604,Castelo do Piauí,22,aratu,28297.88777
2202604,Castelo do Piauí,22,natal,29676.19488
2907301,Castro Alves,29,suape,24350.19046
2907301,Castro Alves,29,aratu,23461.86639
2907301,Castro Alves,29,natal,25186.35496
2303600,Catarina,23,suape,27745.62257
2303600,Catarina,23,aratu,27232.02751
2303600,Catarina,23,natal,28527.12397
2504207,Catingueira,25,suape,26259.96991
2504207,Catingueira,25,aratu,25859.43395
2504207,Catingueira,25,natal,27027.27319
2504306,Catolé do Rocha,25,suape,26717.84408
2504306,Catolé do Rocha,25,aratu,26350.20847
2504306,Catolé do Rocha,25,natal,27479.34945
2303659,Catunda,23,suape,28633.81859
2303659,Catunda,23,aratu,28177.23715
2303659,Catunda,23,natal,29405.57806
2907558,Caturama,29,suape,25478.27772
2907558,Caturama,29,aratu,24354.01298
2907558,Caturama,29,natal,26339.32334
2504355,Caturité,25,suape,25440.38388
2504355,Caturité,25,aratu,25146.81452
2504355,Caturité,25,natal,26192.85172
3115474,Catuti,31,suape,24942.37864
3115474,Catuti,31,aratu,23635.30628
3115474,Catuti,31,natal,25822.02098
2303709,Caucaia,23,suape,28452.41648
2303709,Caucaia,23,aratu,28155.38499
2303709,Caucaia,23,natal,29199.97197
2202653,Caxingó,22,suape,29988.71147
2202653,Caxingó,22,aratu,29478.09339
2202653,Caxingó,22,natal,30766.47784
2303808,Cedro,23,suape,27151.08218
2303808,Cedro,23,aratu,26670.22818
2303808,Cedro,23,natal,27928.76828
2604304,Cedro,26,suape,26673.35822
2604304,Cedro,26,aratu,26116.00865
2604304,Cedro,26,natal,27462.81693
2801603,Cedro de São João,28,suape,24376.54724
2801603,Cedro de São João,28,aratu,23845.1883
2801603,Cedro de São João,28,natal,25166.33792
2907608,Central,29,suape,26368.49771
2907608,Central,29,aratu,25399.04351
2907608,Central,29,natal,27211.38224
2402709,Cerro Corá,24,suape,26291.02917
2402709,Cerro Corá,24,aratu,26048.59724
2402709,Cerro Corá,24,natal,27033.76978
2604502,Chã Grande,26,suape,24776.13476
2604502,Chã Grande,26,aratu,24481.86399
2604502,Chã Grande,26,natal,25530.05045
3116100,Chapada do Norte,31,suape,24022.30769
3116100,Chapada do Norte,31,aratu,22617.67293
3116100,Chapada do Norte,31,natal,24911.47267
2303907,Chaval,23,suape,29901.08059
2303907,Chaval,23,aratu,29455.0816
2303907,Chaval,23,natal,30669.37262
2303931,Choró,23,suape,28077.20636
2303931,Choró,23,aratu,27687.29487
2303931,Choró,23,natal,28839.80189
2303956,Chorozinho,23,suape,28092.7676
2303956,Chorozinho,23,aratu,27778.7846
2303956,Chorozinho,23,natal,28843.5956
2907707,Chorrochó,29,suape,25992.94849
2907707,Chorrochó,29,aratu,25371.32687
2907707,Chorrochó,29,natal,26792.44226
2907806,Cícero Dantas,29,suape,24883.14107
2907806,Cícero Dantas,29,aratu,24214.88996
2907806,Cícero Dantas,29,natal,25690.755
2907905,Cipó,29,suape,24700.57873
2907905,Cipó,29,aratu,23988.94597
2907905,Cipó,29,natal,25514.20145
2202703,Cocal,22,suape,29813.33025
2202703,Cocal,22,aratu,29323.30652
2202703,Cocal,22,natal,30588.31155
2202711,Cocal de Telha,22,suape,29445.68483
2202711,Cocal de Telha,22,aratu,28870.806
2202711,Cocal de Telha,22,natal,30233.49365
2202729,Cocal dos Alves,22,suape,29688.95335
2202729,Cocal dos Alves,22,aratu,29199.14421
2202729,Cocal dos Alves,22,natal,30464.08
2908101,Cocos,29,suape,26226.36069
2908101,Cocos,29,aratu,24903.86102
2908101,Cocos,29,natal,27106.16819
2702009,Coité do Nóia,27,suape,24551.457
2702009,Coité do Nóia,27,aratu,24082.57783
2702009,Coité do Nóia,27,natal,25332.0032
2202737,Coivaras,22,suape,29290.85355
2202737,Coivaras,22,aratu,28670.15727
2202737,Coivaras,22,natal,30085.33525
2202752,Colônia do Gurguéia,22,suape,28531.30099
2202752,Colônia do Gurguéia,22,aratu,27630.75329
2202752,Colônia do Gurguéia,22,natal,29363.35368
2202778,Colônia do Piauí,22,suape,28234.19891
2202778,Colônia do Piauí,22,aratu,27496.68
2202778,Colônia do Piauí,22,natal,29045.95194
3117009,Comercinho,31,suape,23967.39806
3117009,Comercinho,31,aratu,22667.28481
3117009,Comercinho,31,natal,24847.43279
2504405,Conceição,25,suape,26429.85854
2504405,Conceição,25,aratu,25936.58038
2504405,Conceição,25,natal,27210.55296
2202802,Conceição do Canindé,22,suape,27655.11302
2202802,Conceição do Canindé,22,aratu,26919.84827
2202802,Conceição do Canindé,22,natal,28467.35639
2908408,Conceição do Coité,29,suape,24837.32385
2908408,Conceição do Coité,29,aratu,24039.29542
2908408,Conceição do Coité,29,natal,25661.73971
2504504,Condado,25,suape,26372.73938
2504504,Condado,25,aratu,25984.76854
2504504,Condado,25,natal,27137.94736
2604601,Condado,26,suape,24964.6003
2604601,Condado,26,aratu,24736.93927
2604601,Condado,26,natal,25707.6426
2908705,Condeúba,29,suape,24640.18256
2908705,Condeúba,29,aratu,23428.32697
2908705,Condeúba,29,natal,25511.09362
3117836,Cônego Marinho,31,suape,25707.75868
3117836,Cônego Marinho,31,aratu,24317.40893
3117836,Cônego Marinho,31,natal,26594.12609
2504702,Congo,25,suape,25513.2352
2504702,Congo,25,aratu,25148.27616
2504702,Congo,25,natal,26276.54415
2908804,Contendas do Sincorá,29,suape,24682.66016
2908804,Contendas do Sincorá,29,aratu,23612.11619
2908804,Contendas do Sincorá,29,natal,25538.98149
2909000,Cordeiros,29,suape,24563.15523
2909000,Cordeiros,29,aratu,23344.5815
2909000,Cordeiros,29,natal,25434.81212
2304004,Coreaú,23,suape,29392.05577
2304004,Coreaú,23,aratu,28960.83131
2304004,Coreaú,23,natal,30158.86882
2504801,Coremas,25,suape,26458.23128
2504801,Coremas,25,aratu,26038.97052
2504801,Coremas,25,natal,27227.98832
2909109,Coribe,29,suape,26338.70064
2909109,Coribe,29,aratu,25044.62193
2909109,Coribe,29,natal,27215.74964
2402808,Coronel Ezequiel,24,suape,26060.81911
2402808,Coronel Ezequiel,24,aratu,25810.00529
2402808,Coronel Ezequiel,24,natal,26805.33972
2402907,Coronel João Pessoa,24,suape,27061.86539
2402907,Coronel João Pessoa,24,aratu,26646.5019
2402907,Coronel João Pessoa,24,natal,27829.99747
2909208,Coronel João Sá,29,suape,24822.79364
2909208,Coronel João Sá,29,aratu,24208.86617
2909208,Coronel João Sá,29,natal,25623.20407
2202851,Coronel José Dias,22,suape,27639.23265
2202851,Coronel José Dias,22,aratu,26785.30627
2202851,Coronel José Dias,22,natal,28466.65073
3119500,Coronel Murta,31,suape,24033.32001
3119500,Coronel Murta,31,aratu,22685.32111
3119500,Coronel Murta,31,natal,24917.58812
2202901,Corrente,22,suape,28160.64489
2202901,Corrente,22,aratu,27039.08455
2202901,Corrente,22,natal,29018.46877
2604700,Correntes,26,suape,24695.39711
2604700,Correntes,26,aratu,24278.53174
2604700,Correntes,26,natal,25468.05806
2909406,Cotegipe,29,suape,27013.59558
2909406,Cotegipe,29,aratu,25848.96705
2909406,Cotegipe,29,natal,27877.14943
2504850,Coxixola,25,suape,25576.66747
2504850,Coxixola,25,aratu,25225.41165
2504850,Coxixola,25,natal,26337.77027
2702355,Craíbas,27,suape,24640.27038
2702355,Craíbas,27,aratu,24157.62396
2702355,Craíbas,27,natal,25422.63306
2304103,Crateús,23,suape,28566.22898
2304103,Crateús,23,aratu,28049.24772
2304103,Crateús,23,natal,29346.97195
2304202,Crato,23,suape,26996.54468
2304202,Crato,23,aratu,26455.07922
2304202,Crato,23,natal,27783.23084
2909505,Cravolândia,29,suape,24259.93691
2909505,Cravolândia,29,aratu,23303.72972
2909505,Cravolândia,29,natal,25104.14865
2909604,Crisópolis,29,suape,24340.93602
2909604,Crisópolis,29,aratu,23630.80518
2909604,Crisópolis,29,natal,25154.96761
2203008,Cristalândia do Piauí,22,suape,28079.47148
2203008,Cristalândia do Piauí,22,aratu,26943.41506
2203008,Cristalândia do Piauí,22,natal,28938.92879
3120300,Cristália,31,suape,24333.89268
3120300,Cristália,31,aratu,22936.9318
3120300,Cristália,31,natal,25222.10588
2203107,Cristino Castro,22,suape,28437.66927
2203107,Cristino Castro,22,aratu,27471.90064
2203107,Cristino Castro,22,natal,29277.64517
2909703,Cristópolis,29,suape,27006.48189
2909703,Cristópolis,29,aratu,25818.72801
2909703,Cristópolis,29,natal,27872.42262
2304236,Croatá,23,suape,29058.79834
2304236,Croatá,23,aratu,28565.20916
2304236,Croatá,23,natal,29835.39483
2304251,Cruz,23,suape,29506.86768
2304251,Cruz,23,aratu,29141.69931
2304251,Cruz,23,natal,30263.40583
2403004,Cruzeta,24,suape,26274.31661
2403004,Cruzeta,24,aratu,25977.81663
2403004,Cruzeta,24,natal,27025.63678
2505006,Cubati,25,suape,25863.2328
2505006,Cubati,25,aratu,25574.14932
2505006,Cubati,25,natal,26614.17435
2505105,Cuité,25,suape,25978.52531
2505105,Cuité,25,aratu,25727.75962
2505105,Cuité,25,natal,26723.19824
2505204,Cuitegi,25,suape,25502.37423
2505204,Cuitegi,25,aratu,25279.33373
2505204,Cuitegi,25,natal,26243.56981
2604908,Cumaru,26,suape,24994.7621
2604908,Cumaru,26,aratu,24694.36789
2604908,Cumaru,26,natal,25749.18219
2801900,Cumbe,28,suape,24460.88221
2801900,Cumbe,28,aratu,23899.74919
2801900,Cumbe,28,natal,25254.67919
2605004,Cupira,26,suape,24787.43994
2605004,Cupira,26,aratu,24430.278
2605004,Cupira,26,natal,25550.98116
2909901,Curaçá,29,suape,26347.88949
2909901,Curaçá,29,aratu,25666.6279
2909901,Curaçá,29,natal,27154.88329
2203206,Curimatá,22,suape,27921.68757
2203206,Curimatá,22,aratu,26878.35889
2203206,Curimatá,22,natal,28771.16368
2203230,Currais,22,suape,28438.08598
2203230,Currais,22,aratu,27449.43841
2203230,Currais,22,natal,29280.73841
2403103,Currais Novos,24,suape,26244.44888
2403103,Currais Novos,24,aratu,25977.09961
2403103,Currais Novos,24,natal,26991.23914
3120870,Curral de Dentro,31,suape,24148.79611
3120870,Curral de Dentro,31,aratu,22871.1168
3120870,Curral de Dentro,31,natal,25026.55968
2203271,Curral Novo do Piauí,22,suape,27358.54451
2203271,Curral Novo do Piauí,22,aratu,26674.64103
2203271,Curral Novo do Piauí,22,natal,28164.38723
2505303,Curral Velho,25,suape,26306.96212
2505303,Curral Velho,25,aratu,25837.90129
2505303,Curral Velho,25,natal,27084.34163
2605103,Custódia,26,suape,25788.25544
2605103,Custódia,26,aratu,25329.15846
2605103,Custódia,26,natal,26565.0883
2505352,Damião,25,suape,25797.82659
2505352,Damião,25,aratu,25557.79303
2505352,Damião,25,natal,26541.14588
2702405,Delmiro Gouveia,27,suape,25297.7904
2702405,Delmiro Gouveia,27,aratu,24733.65196
2702405,Delmiro Gouveia,27,natal,26090.50847
2203305,Demerval Lobão,22,suape,29370.2849
2203305,Demerval Lobão,22,aratu,28703.33116
2203305,Demerval Lobão,22,natal,30171.05418
2304269,Deputado Irapuan Pinheiro,23,suape,27582.01643
2304269,Deputado Irapuan Pinheiro,23,aratu,27124.83955
2304269,Deputado Irapuan Pinheiro,23,natal,28355.51837
2505402,Desterro,25,suape,25955.39399
2505402,Desterro,25,aratu,25585.17783
2505402,Desterro,25,natal,26718.67164
2505600,Diamante,25,suape,26392.35553
2505600,Diamante,25,aratu,25924.87242
2505600,Diamante,25,natal,27169.35715
2203354,Dirceu Arcoverde,22,suape,27351.59248
2203354,Dirceu Arcoverde,22,aratu,26472.00779
2203354,Dirceu Arcoverde,22,natal,28182.53754
3122355,Divisa Alegre,31,suape,23982.1471
3122355,Divisa Alegre,31,aratu,22752.75489
3122355,Divisa Alegre,31,natal,24855.52471
3122454,Divisópolis,31,suape,23808.20319
3122454,Divisópolis,31,aratu,22601.48046
3122454,Divisópolis,31,natal,24679.58976
2702504,Dois Riachos,27,suape,24899.53445
2702504,Dois Riachos,27,aratu,24405.37985
2702504,Dois Riachos,27,natal,25683.06452
2910107,Dom Basílio,29,suape,25033.04675
2910107,Dom Basílio,29,aratu,23913.9392
2910107,Dom Basílio,29,natal,25894.08372
2203404,Dom Expedito Lopes,22,suape,28122.42452
2203404,Dom Expedito Lopes,22,aratu,27437.26351
2203404,Dom Expedito Lopes,22,natal,28927.35395
2203453,Dom Inocêncio,22,suape,27290.7606
2203453,Dom Inocêncio,22,aratu,26462.81483
2203453,Dom Inocêncio,22,natal,28115.39325
2203420,Domingos Mourão,22,suape,29296.57725
2203420,Domingos Mourão,22,aratu,28785.65874
2203420,Domingos Mourão,22,natal,30075.36765
2505709,Dona Inês,25,suape,25686.91835
2505709,Dona Inês,25,aratu,25471.03805
2505709,Dona Inês,25,natal,26426.59184
2605152,Dormentes,26,suape,27004.67922
2605152,Dormentes,26,aratu,26293.99759
2605152,Dormentes,26,natal,27814.60288
2403202,Doutor Severiano,24,suape,27120.19264
2403202,Doutor Severiano,24,aratu,26719.01861
2403202,Doutor Severiano,24,natal,27886.08979
2505808,Duas Estradas,25,suape,25567.5542
2505808,Duas Estradas,25,aratu,25364.24356
2505808,Duas Estradas,25,natal,26305.44442
2203503,Elesbão Veloso,22,suape,28714.30277
2203503,Elesbão Veloso,22,aratu,28037.62315
2203503,Elesbão Veloso,22,natal,29517.27369
2203602,Eliseu Martins,22,suape,28514.12479
2203602,Eliseu Martins,22,aratu,27626.71015
2203602,Eliseu Martins,22,natal,29344.59176
2910305,Elísio Medrado,29,suape,24310.94844
2910305,Elísio Medrado,29,aratu,23403.30415
2910305,Elísio Medrado,29,natal,25149.45428
2505907,Emas,25,suape,26317.48236
2505907,Emas,25,aratu,25909.66664
2505907,Emas,25,natal,27085.77562
2403301,Encanto,24,suape,27074.35057
2403301,Encanto,24,aratu,26677.45793
2403301,Encanto,24,natal,27839.67925
