COD Municipio;Cidade;COD UF;UF;Total de escolas federais;Total de escolas estaduais;Total de escolas municipais;Total de escolas privadas;Total de escolas sem creche;Total de escolas com creche;Escolas que não funcionam em prédio escolar;Escolas que funcionam em prédio escolar;Total de escolas que não funcionam em unidade de atendimento socio educativo;Total de escolas que funcionam em unidade de atendimento socio educativo;Total de escolas que não funcionam em unidade prisional;Total de escolas que funcionam em unidade prisional;Total de escolas que não funcionam em galpão / rancho / paiol / barracão;Total de escolas que funcionam em galpão / rancho / paiol / barracão;Total de escolas que não funcionam em salas de outra escola;Total de escolas que funcionam em salas de outra escola;Total de escolas que não funcionam em outros locais;Total de escolas que funcionam em outros locais;Total de escolas que não tem abastecimento de água da rede pública;Total de escolas que tem abastecimento de água da rede pública;Total de escolas que não não possuem abastecimento de água;Total de escolas que não possuem abastecimento de água;Total de escolas que não possuem energia elétrica da rede pública;Total de escolas que possuem energia elétrica da rede pública;Total de escolas que não não possuem energia elétrica;Total de escolas que não possuem energia elétrica;Total de matrículas;Total de docentes;Total de docentes em Creche;Total de docentes em Pré-escola;Total de docentes em 1ª Série;Total de docentes em 2ª Série;Total de docentes em 3ª Série;Total de docentes em 4ª Série;Total de docentes em 5ª Série;Total de docentes em 6ª Série;Total de docentes em 7ª Série;Total de docentes em 8ª Série;Total de docentes em 1º Ano;Total de docentes em 2º Ano;Total de docentes em 3º Ano;Total de docentes em 4º Ano;Total de docentes em 5º Ano;Total de docentes em 6º Ano;Total de docentes em 7º Ano;Total de docentes em 8º Ano;Total de docentes em 9º Ano;Total de docentes em 1º ano/1ª Série;Total de docentes em 2º ano/2ª Série;Total de docentes em 3ºano/3ª Série;Total de docentes em 4º ano/4ª Série;Total de docentes em Nao Seriada;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 1ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 2ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 3ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) 4ª Série;Total de docentes em Curso Técnico Integrado (Ensino Médio Integrado) Nao Seriada;Total de docentes em Modalidade Normal/Magistério 1ª Série;Total de docentes em Modalidade Normal/Magistério 2ª Série;Total de docentes em Modalidade Normal/Magistério 3ª Série;Total de docentes em Modalidade Normal/Magistério 4ª Série;Total de docentes em Concomitante;Total de docentes em Subsequente;Total de docentes em Ensino Fundamental - Projovem Urbano;Total de docentes em Nível Médio;Total de docentes em Curso FIC Concomitante;Total de docentes em Ensino Fundamental - Anos Iniciais;Total de docentes em Ensino Fundamental - Anos Finais;Total de docentes em Ensino Médio;Total de docentes em Nível Fundamental (EJA integrada à Educação Profissional de Nível Fundamental);Total de docentes em Curso Técnico Integrado na Modalidade EJA (EJA integrada à Educação Profissional de Nível Médio);Total de docentes em Nao aplicável para turmas de atendimento educacional especializado (AEE) e atividade complementar
2925956;Rafael Jambeiro;29;BA;;2,0;27,0;;11;18,0;;29;29;;29;;29;;27;2,0;28;1,0;10,0;19,0;29;;;29;29;;5288;271;16,0;29;;;;;;;;;16;16,0;16;17;18;64,0;70,0;67,0;64;19,0;25,0;23,0;;;;;;;;;;;;;;;;;8,0;35,0;17,0;;;
2104206;Fortuna;21;MA;;2,0;26,0;1,0;25;4,0;;29;29;;29;;29;;29;;28;1,0;9,0;20,0;29;;;29;29;;4325;249;12,0;38;;;;;;;;;19;17,0;19;24;19;78,0;76,0;69,0;64;31,0;31,0;29,0;;;;;;;;;;;;;;;;;;;7,0;;;
2106805;Mirinzal;21;MA;;2,0;25,0;2,0;11;18,0;;29;29;;29;;29;;28;1,0;29;;18,0;11,0;29;;;29;29;;4464;280;31,0;35;;;;;;;;;14;14,0;15;15;18;60,0;62,0;61,0;57;30,0;28,0;33,0;;;;;;;;;;;;;8,0;;;;;9,0;13,0;;;
2407807;Monte Alegre;24;RN;;1,0;27,0;1,0;13;16,0;;29;29;;29;;29;;29;;28;1,0;;29,0;29;;;29;29;;5436;256;30,0;36;;;;;;;;;28;29,0;30;31;30;56,0;52,0;53,0;50;18,0;21,0;20,0;;;;;;;;;;;;;;;;;7,0;19,0;;;;
2907301;Castro Alves;29;BA;;1,0;24,0;4,0;10;19,0;1,0;28;29;;29;;29;;21;8,0;25;4,0;1,0;28,0;29;;;29;29;;6608;380;65,0;42;;;;;;;;;60;75,0;81;76;65;83,0;83,0;95,0;90;30,0;34,0;29,0;;;;;;;;;;;;;8,0;;;;8,0;23,0;20,0;;8,0;
2931004;Tanhaçu;29;BA;;2,0;24,0;3,0;22;7,0;;29;29;;29;;29;;29;;27;2,0;13,0;16,0;24;5,0;2,0;27;28;1,0;4788;334;46,0;43;;;;;;;;;18;17,0;21;21;23;76,0;95,0;86,0;76;38,0;36,0;36,0;;;;;;;;;;;;;;;;;6,0;33,0;;;;
2908903;Coração de Maria;29;BA;;2,0;23,0;5,0;20;10,0;;30;30;;30;;30;;30;;30;;13,0;17,0;29;1,0;;30;30;;5910;245;26,0;29;;;;;;;;;22;23,0;29;26;23;52,0;58,0;54,0;51;33,0;32,0;31,0;;;;;;;;;;;;;1,0;;;;5,0;29,0;16,0;;10,0;
2609709;Orobó;26;PE;;3,0;24,0;3,0;6;24,0;;30;30;;30;;30;;30;;25;5,0;19,0;11,0;30;;;30;30;;5608;272;28,0;43;;;;;;;;;18;17,0;19;18;21;64,0;69,0;68,0;62;36,0;40,0;38,0;;4,0;;;;;;;;;;;;;;;;6,0;14,0;;;
2608701;Lagoa dos Gatos;26;PE;;1,0;28,0;1,0;6;24,0;;30;30;;30;;30;;28;2,0;24;6,0;19,0;11,0;26;4,0;;30;30;;3666;157;10,0;13;;;;;;;;;11;8,0;8;8;11;42,0;41,0;36,0;32;17,0;14,0;18,0;;;;;;;;;;;;;;;;;5,0;15,0;10,0;;;
2605103;Custódia;26;PE;;3,0;23,0;4,0;6;24,0;;30;30;;30;;30;;29;1,0;27;3,0;16,0;14,0;30;;;30;30;;9938;478;42,0;64;;;;;;;;;35;35,0;38;34;41;107,0;109,0;106,0;96;39,0;41,0;32,0;;11,0;;;;;;;;;;;;;;;18,0;72,0;28,0;;;
2111763;Senador La Rocque;21;MA;;2,0;25,0;3,0;19;11,0;;30;30;;30;;30;;29;1,0;28;2,0;6,0;24,0;30;;;30;30;;4331;262;16,0;36;;;;;;;;;22;24,0;32;32;42;66,0;69,0;65,0;64;30,0;28,0;33,0;;;;;;;;;12,0;;;;;;;;2,0;9,0;14,0;;;
2610400;Parnamirim;26;PE;;3,0;26,0;1,0;26;4,0;;30;30;;30;;30;;28;2,0;26;4,0;8,0;22,0;30;;2,0;28;28;2,0;4785;197;18,0;30;;;;;;;;;11;14,0;14;11;17;44,0;43,0;39,0;44;31,0;29,0;26,0;;5,0;;;;;;;;;;;;;;;;8,0;;;;
2917102;Itororó;29;BA;;2,0;25,0;3,0;20;10,0;;30;30;;30;;30;;29;1,0;25;5,0;6,0;24,0;30;;1,0;29;30;;5314;250;15,0;22;;;;;;;;;18;16,0;22;25;22;51,0;49,0;51,0;48;8,0;17,0;28,0;;;36,0;37,0;29,0;15,0;;;;;;;19,0;;;;33,0;31,0;;;13,0;
2202000;Buriti dos Lopes;22;PI;;5,0;24,0;1,0;15;15,0;1,0;29;30;;30;;30;;27;3,0;24;6,0;6,0;24,0;30;;;30;30;;5893;369;48,0;52;;;;;;;;;39;35,0;53;60;51;89,0;89,0;73,0;70;54,0;57,0;56,0;;;;;;;;;;;;4,0;;;;;13,0;41,0;42,0;;;
2803609;Laranjeiras;28;SE;;5,0;18,0;7,0;22;8,0;;30;30;;30;;30;;30;;29;1,0;6,0;24,0;30;;1,0;29;30;;6650;363;37,0;54;;;;;;;;;37;35,0;39;44;43;92,0;91,0;91,0;102;50,0;30,0;29,0;;;;;;;;;;;;;;;;;3,0;36,0;;;;
2307502;Lavras da Mangabeira;23;CE;;3,0;24,0;3,0;17;13,0;;30;30;;30;;29;1,0;30;;27;3,0;7,0;23,0;29;1,0;;30;30;;6137;364;54,0;75;;;;;;;;;58;60,0;65;69;70;108,0;106,0;105,0;99;38,0;37,0;35,0;;;13,0;21,0;19,0;;;;;;;;;;;;;13,0;5,0;;;
2615805;Tupanatinga;26;PE;;2,0;27,0;1,0;7;23,0;;30;30;;30;;30;;30;;26;4,0;18,0;12,0;30;;;30;30;;5709;236;14,0;20;;;;;;;;;14;14,0;25;17;20;46,0;52,0;44,0;37;11,0;14,0;12,0;;6,0;;;;;;;;;;;;;;;1,0;30,0;;;;
2600906;Amaraji;26;PE;;2,0;23,0;5,0;23;7,0;1,0;29;30;;30;;30;;26;4,0;28;2,0;19,0;11,0;29;1,0;;30;30;;5318;221;28,0;41;;;;;;;;;17;15,0;16;15;15;40,0;40,0;44,0;33;21,0;24,0;18,0;;;;;;;;;;;;;;;;;8,0;16,0;11,0;;;
2111805;Sítio Novo;21;MA;;3,0;27,0;;8;22,0;1,0;29;30;;30;;29;1,0;28;2,0;28;2,0;4,0;26,0;30;;;30;30;;5372;394;30,0;43;;;;;;;;;27;19,0;34;39;35;90,0;95,0;97,0;93;20,0;31,0;35,0;;;;;;;;;;;2,0;;;;;;;37,0;26,0;;;
2401107;Areia Branca;24;RN;;7,0;21,0;2,0;18;12,0;;30;30;;30;;30;;29;1,0;28;2,0;6,0;24,0;30;;;30;30;;6140;300;50,0;61;;;;;;;;;31;33,0;31;35;32;54,0;60,0;63,0;61;44,0;44,0;42,0;;;;;;;;;;;;;;;;;2,0;25,0;16,0;;;
2102754;Capinzal do Norte;21;MA;;3,0;27,0;;13;17,0;;30;30;;30;;30;;30;;27;3,0;13,0;17,0;29;1,0;;30;30;;3174;202;16,0;22;;;;;;;;;13;11,0;13;10;10;50,0;52,0;40,0;41;14,0;16,0;16,0;;;;;;;;;;;;;;;;;9,0;11,0;7,0;;;
2506806;Ingá;25;PB;;3,0;22,0;5,0;25;5,0;1,0;29;30;;30;;29;1,0;30;;25;5,0;10,0;20,0;30;;;30;30;;4418;282;19,0;36;;;;;;;;;28;28,0;29;30;35;72,0;76,0;70,0;70;47,0;47,0;46,0;;;13,0;;;;;;;;;;;;;;17,0;21,0;11,0;;;
2702603;Feira Grande;27;AL;;2,0;27,0;1,0;17;13,0;;30;30;;30;;30;;29;1,0;29;1,0;21,0;9,0;30;;;30;30;;6714;306;20,0;43;;;;;;;;;17;18,0;24;19;20;42,0;45,0;35,0;28;23,0;18,0;14,0;;;;;;;;;;;;;;;;;40,0;23,0;14,0;;;
2904852;Cabaceiras do Paraguaçu;29;BA;;1,0;28,0;1,0;9;21,0;;30;30;;30;;30;;29;1,0;29;1,0;1,0;29,0;30;;;30;30;;4654;211;15,0;26;;;;;;;;;17;12,0;16;17;19;46,0;44,0;37,0;34;28,0;23,0;24,0;;;;;;;;;;;;;;;;;1,0;18,0;13,0;;;
2702355;Craíbas;27;AL;;1,0;26,0;3,0;4;26,0;;30;30;;30;;30;;30;;23;7,0;;30,0;30;;1,0;29;30;;7413;352;39,0;39;;;;;;;;;19;14,0;20;21;30;49,0;55,0;59,0;50;34,0;33,0;16,0;;;;;;;;;;;;;;;;;27,0;30,0;16,0;;;
2925253;Ponto Novo;29;BA;;1,0;27,0;2,0;21;9,0;;30;30;;30;;30;;30;;29;1,0;2,0;28,0;30;;;30;30;;5413;237;10,0;31;;;;;;;;;10;15,0;18;13;15;58,0;67,0;54,0;56;18,0;18,0;19,0;;;;;;;;;;;;;;;;;25,0;3,0;7,0;;;
2307809;Marco;23;CE;;3,0;25,0;2,0;11;19,0;;30;30;;30;;30;;30;;30;;5,0;25,0;30;;;30;30;;8425;439;62,0;77;;;;;;;;;51;38,0;43;54;49;83,0;91,0;80,0;76;42,0;42,0;39,0;;;18,0;21,0;19,0;;;;;;;;;;2,0;;;16,0;;;;
2205102;Itaueira;22;PI;;1,0;27,0;2,0;12;18,0;1,0;29;30;;30;;30;;29;1,0;29;1,0;21,0;9,0;30;;;30;30;;2345;193;10,0;18;;;;;;;;;14;16,0;16;21;32;54,0;61,0;53,0;39;18,0;17,0;17,0;;;;;;;;;;;;2,0;;;;;3,0;10,0;17,0;;;
2511202;Pedras de Fogo;25;PB;1,0;2,0;26,0;1,0;9;21,0;;30;30;;30;;30;;30;;25;5,0;21,0;9,0;30;;;30;30;;8028;360;27,0;35;;;;;;;;;17;18,0;21;21;22;72,0;82,0;87,0;76;21,0;24,0;35,0;;;17,0;15,0;;;;;;;;;3,0;;;;22,0;25,0;12,0;;;
2907905;Cipó;29;BA;;2,0;24,0;4,0;13;17,0;;30;30;;30;;30;;27;3,0;28;2,0;10,0;20,0;30;;;30;30;;4734;267;28,0;35;;;;;;;;;23;21,0;30;23;24;59,0;62,0;60,0;61;26,0;26,0;24,0;;;;;;;;;;;;;;;;;3,0;10,0;;;;
2503506;Cacimba de Dentro;25;PB;;3,0;23,0;4,0;26;4,0;;30;30;;30;;30;;30;;30;;16,0;14,0;26;4,0;;30;30;;4063;209;8,0;18;;;;;;;;;10;10,0;12;14;13;51,0;56,0;53,0;51;35,0;33,0;37,0;;;;;;;;;15,0;12,0;5,0;;;;;;4,0;6,0;15,0;;;
2600807;Altinho;26;PE;;2,0;23,0;5,0;24;6,0;1,0;29;30;;30;;30;;30;;28;2,0;16,0;14,0;30;;;30;30;;4446;193;12,0;24;;;;;;;;;18;20,0;18;18;24;51,0;56,0;51,0;47;28,0;27,0;27,0;;;;;;;;;;;;;;;;;2,0;7,0;9,0;;;
2706406;Pão de Açúcar;27;AL;;3,0;24,0;3,0;14;16,0;;30;30;;30;;30;;28;2,0;23;7,0;5,0;25,0;30;;;30;30;;6804;357;27,0;43;;;;;;;;;26;27,0;26;26;27;73,0;85,0;82,0;68;45,0;43,0;40,0;;;14,0;15,0;18,0;;;;;;;;3,0;;;;11,0;24,0;21,0;10,0;;
2926509;Ribeira do Amparo;29;BA;;1,0;29,0;;18;12,0;;30;30;;30;;30;;30;;29;1,0;18,0;12,0;30;;;30;30;;3436;196;27,0;24;;;;;;;;;13;11,0;20;23;18;40,0;38,0;40,0;34;13,0;13,0;13,0;;;;;;;;;;;;;;;;;11,0;6,0;7,0;;;
2704708;Marechal Deodoro;27;AL;1,0;3,0;23,0;3,0;21;9,0;;30;30;;30;;29;1,0;27;3,0;27;3,0;;30,0;30;;;30;30;;15113;518;35,0;68;;;;;;;;;54;58,0;61;54;54;94,0;91,0;95,0;73;47,0;47,0;41,0;;;35,0;21,0;30,0;33,0;;;;;;;;;;;36,0;27,0;17,0;;24,0;
2614857;Tamandaré;26;PE;;1,0;24,0;5,0;24;6,0;;30;30;;30;;30;;27;3,0;28;2,0;15,0;15,0;30;;;30;30;;6513;289;13,0;54;;;;;;;;;23;27,0;30;31;36;63,0;63,0;61,0;54;18,0;19,0;11,0;;;;;;;;;;;;;;;;;3,0;24,0;9,0;;;
2110906;São Francisco do Maranhão;21;MA;;2,0;28,0;;11;19,0;;30;30;;30;;28;2,0;29;1,0;30;;11,0;19,0;29;1,0;;30;30;;3259;203;12,0;20;;;;;;;;;16;18,0;17;21;26;52,0;53,0;52,0;48;20,0;20,0;19,0;;;;;;;;;;;;;;;;;4,0;16,0;7,0;;;
2206803;Nossa Senhora dos Remédios;22;PI;;3,0;26,0;1,0;9;21,0;;30;30;;30;;30;;28;2,0;29;1,0;18,0;12,0;17;13,0;;30;30;;4481;274;37,0;30;;;;;;;;;15;10,0;17;16;37;66,0;63,0;67,0;57;35,0;31,0;32,0;;;;;;;;;;;;2,0;;;;;43,0;26,0;13,0;;;
2906907;Caravelas;29;BA;;1,0;27,0;2,0;20;10,0;;30;30;;30;;30;;27;3,0;29;1,0;5,0;25,0;30;;1,0;29;30;;5521;301;46,0;33;;;;;;;;;22;23,0;26;23;27;81,0;86,0;90,0;84;31,0;29,0;31,0;;;12,0;;;;;;;;;;;;;;4,0;23,0;10,0;;;
2107704;Paraibano;21;MA;;2,0;28,0;;18;12,0;;30;30;;30;;30;;29;1,0;30;;16,0;14,0;30;;1,0;29;29;1,0;4681;261;34,0;36;;;;;;;;;18;21,0;20;21;20;47,0;50,0;52,0;43;26,0;26,0;31,0;;;;;;;;;;;;;;;;;;;14,0;;;
2930758;Sítio do Mato;29;BA;;2,0;26,0;2,0;27;3,0;1,0;29;30;;30;;30;;30;;29;1,0;1,0;29,0;30;;;30;30;;3387;210;7,0;28;;;;;;;;;10;10,0;9;10;13;70,0;67,0;54,0;61;24,0;23,0;22,0;;;;;;;;;;;;1,0;;;;;4,0;16,0;;;;
2702504;Dois Riachos;27;AL;;1,0;29,0;;26;4,0;;30;30;;30;;30;;26;4,0;26;4,0;20,0;10,0;30;;;30;30;;4380;205;10,0;12;;;;;;;;;4;3,0;4;3;5;23,0;26,0;25,0;25;14,0;10,0;10,0;;;;;;;;;;;;;;;;;78,0;24,0;13,0;;;
2706901;Pilar;27;AL;;3,0;19,0;9,0;16;15,0;;31;31;;31;;31;;31;;30;1,0;4,0;27,0;31;;;31;31;;9815;354;52,0;42;;;;;;;;;36;38,0;40;39;36;92,0;101,0;94,0;87;68,0;63,0;64,0;;;;;;;;;;;;;;;;;19,0;22,0;27,0;;;
2607000;Inajá;26;PE;;8,0;22,0;1,0;12;19,0;5,0;26;31;;31;;29;2,0;30;1,0;23;8,0;24,0;7,0;31;;;31;31;;5608;235;5,0;29;;;;;;;;;20;16,0;17;15;16;59,0;61,0;51,0;49;37,0;39,0;30,0;;2,0;;;;;;;;;;;;;;;2,0;31,0;10,0;;;
2928208;Santana;29;BA;;2,0;24,0;5,0;27;4,0;;31;31;;31;;31;;30;1,0;29;2,0;9,0;22,0;31;;;31;31;;6276;303;27,0;52;;;;;;;;;36;36,0;39;44;45;97,0;112,0;112,0;107;34,0;33,0;36,0;;;20,0;20,0;10,0;8,0;;;;;;;4,0;;;;1,0;3,0;7,0;;;
2803302;Japaratuba;28;SE;;2,0;26,0;3,0;19;12,0;;31;31;;31;;31;;31;;29;2,0;12,0;19,0;31;;;31;31;;4659;241;19,0;31;;;;;;;;;22;24,0;31;28;29;64,0;64,0;57,0;55;29,0;30,0;28,0;;;;;;;;;;;;;;;;;5,0;33,0;11,0;;;
2109502;Riachão;21;MA;;3,0;27,0;1,0;30;1,0;1,0;30;31;;31;;29;2,0;28;3,0;27;4,0;17,0;14,0;29;2,0;;31;31;;5590;264;8,0;30;;;;;;;;;16;21,0;22;20;19;83,0;82,0;87,0;82;31,0;27,0;29,0;;;;;;;;;;;;;;;;;;;8,0;;;
2600708;Aliança;26;PE;;3,0;19,0;9,0;3;28,0;;31;31;;31;;31;;31;;29;2,0;8,0;23,0;31;;;31;31;;11730;550;34,0;51;;;;;;;;;38;30,0;35;33;29;101,0;105,0;106,0;96;43,0;38,0;36,0;;;;;;;;;;;;;;;;;33,0;125,0;144,0;;;
2917805;Jaguaripe;29;BA;;1,0;29,0;1,0;26;5,0;;31;31;;31;;31;;31;;31;;13,0;18,0;31;;;31;31;;4282;236;9,0;55;;;;;;;;;18;16,0;25;21;17;58,0;62,0;60,0;59;9,0;18,0;17,0;;;16,0;;;;;;;;;;1,0;;;;7,0;19,0;14,0;;;
2900504;Érico Cardoso;29;BA;;1,0;29,0;1,0;16;15,0;;31;31;;31;;31;;30;1,0;30;1,0;17,0;14,0;31;;;31;31;;2279;179;18,0;18;;;;;;;;;7;8,0;13;13;13;41,0;41,0;35,0;28;17,0;18,0;17,0;;;;;;;;;;;;;;;;;25,0;7,0;7,0;;;
2912707;Ibirapitanga;29;BA;;2,0;29,0;;8;23,0;3,0;28;31;;31;;29;2,0;31;;28;3,0;14,0;17,0;31;;;31;31;;6486;225;20,0;17;;;;;;;;;9;11,0;14;10;16;62,0;65,0;58,0;39;29,0;30,0;30,0;;;11,0;;;;;;;;;;;;;;8,0;34,0;21,0;;;
2609154;Manari;26;PE;;1,0;30,0;;14;17,0;4,0;27;31;;31;;29;2,0;29;2,0;21;10,0;26,0;5,0;29;2,0;;31;31;;5303;238;3,0;18;;;;;;;;;8;9,0;13;12;16;44,0;60,0;59,0;56;20,0;21,0;22,0;;4,0;;;;;;;;;;;;;;;21,0;23,0;;;;
2929305;São Gonçalo dos Campos;29;BA;;1,0;23,0;7,0;17;14,0;;31;31;;31;;31;;30;1,0;30;1,0;3,0;28,0;29;2,0;1,0;30;30;1,0;7011;367;49,0;54;;;;;;;;;39;46,0;43;40;42;87,0;97,0;89,0;79;34,0;32,0;25,0;;;;;;;;;;;;;;;;;9,0;38,0;19,0;;;
2204402;Gilbués;22;PI;;2,0;28,0;1,0;26;5,0;1,0;30;31;;31;;31;;31;;29;2,0;24,0;7,0;21;10,0;14,0;17;17;14,0;3328;206;9,0;22;;;;;;;;;6;9,0;9;15;12;58,0;59,0;64,0;52;25,0;21,0;20,0;;;;;;;;;;;;1,0;;;;;3,0;20,0;35,0;;;
2931806;Tremedal;29;BA;;1,0;29,0;1,0;29;2,0;;31;31;;31;;31;;30;1,0;30;1,0;21,0;10,0;30;1,0;2,0;29;29;2,0;3439;150;5,0;31;;;;;;;;;13;14,0;14;14;14;43,0;48,0;49,0;42;24,0;24,0;22,0;;;;;;;;;;;;;1,0;;;;7,0;18,0;;;;
2932200;Ubaitaba;29;BA;1,0;1,0;26,0;3,0;22;9,0;;31;31;;31;;31;;29;2,0;25;6,0;5,0;26,0;31;;;31;31;;5089;259;23,0;33;;;;;;;;;34;36,0;41;45;46;56,0;62,0;59,0;48;23,0;19,0;20,0;;;;8,0;;;;;;;;;6,0;;;;10,0;19,0;9,0;;;
2904100;Boquira;29;BA;;1,0;26,0;4,0;19;12,0;;31;31;;31;;31;;31;;29;2,0;7,0;24,0;31;;;31;31;;4411;354;23,0;37;;;;;;;;;13;15,0;14;12;13;93,0;88,0;103,0;105;36,0;37,0;35,0;;;9,0;9,0;9,0;8,0;;;;;;;;;;;;3,0;6,0;;8,0;
2516003;Solânea;25;PB;;4,0;20,0;7,0;24;7,0;;31;31;;31;;31;;31;;29;2,0;10,0;21,0;31;;;31;31;;6496;296;13,0;48;;;;;;;;;25;22,0;23;28;27;52,0;59,0;53,0;59;24,0;25,0;33,0;;;14,0;16,0;;;;;;;;;;;;;15,0;25,0;9,0;;;
2903276;Barrocas;29;BA;;1,0;27,0;3,0;9;22,0;1,0;30;31;;31;;31;;31;;30;1,0;5,0;26,0;31;;;31;31;;3998;223;28,0;28;;;;;;;;;14;14,0;16;16;15;63,0;65,0;50,0;42;18,0;15,0;15,0;;;;;;;;;;;;;;;;;4,0;15,0;;;;
2709400;Viçosa;27;AL;1,0;3,0;24,0;3,0;18;13,0;;31;31;;31;;31;;30;1,0;31;;9,0;22,0;31;;;31;31;;7497;361;51,0;41;;;;;;;;;20;21,0;21;25;23;63,0;44,0;40,0;35;45,0;32,0;32,0;;;54,0;52,0;53,0;12,0;;;;;;;13,0;;;;27,0;20,0;14,0;;;
2929602;Sapeaçu;29;BA;;3,0;26,0;2,0;11;20,0;;31;31;;31;;31;;31;;24;7,0;5,0;26,0;30;1,0;;31;31;;5642;300;32,0;21;;;;;;;;;11;12,0;14;12;14;52,0;56,0;65,0;54;22,0;24,0;23,0;;;15,0;21,0;20,0;;;;;;;;16,0;;;;35,0;13,0;9,0;;12,0;
2708600;São Miguel dos Campos;27;AL;1,0;3,0;19,0;8,0;16;15,0;;31;31;;31;;30;1,0;29;2,0;27;4,0;2,0;29,0;31;;1,0;30;31;;15644;607;72,0;67;;;;;;;;;59;61,0;67;63;54;125,0;128,0;127,0;108;105,0;112,0;87,0;;;;;;;;;;;;;15,0;;;;13,0;47,0;62,0;;;
2600500;Águas Belas;26;PE;;4,0;23,0;4,0;26;5,0;;31;31;;31;;31;;28;3,0;23;8,0;19,0;12,0;31;;;31;31;;11650;397;7,0;47;;;;;;;;;31;31,0;35;34;30;89,0;104,0;82,0;77;52,0;49,0;45,0;;;;;;;;4,0;;;;;;;;;7,0;61,0;36,0;;;
2925204;Pojuca;29;BA;;2,0;16,0;13,0;16;15,0;;31;31;;31;;31;;31;;29;2,0;5,0;26,0;31;;;31;31;;9437;433;32,0;68;;;;;;;;;38;38,0;39;63;62;77,0;84,0;79,0;72;79,0;76,0;66,0;;;30,0;15,0;14,0;;;;;;;;3,0;;;;14,0;13,0;17,0;;3,0;
2901106;Amélia Rodrigues;29;BA;;2,0;25,0;4,0;10;21,0;;31;31;;31;;31;;31;;31;;6,0;25,0;31;;;31;31;;6197;267;29,0;31;;;;;;;;;17;15,0;21;20;21;67,0;67,0;62,0;61;32,0;29,0;26,0;;;12,0;11,0;;;;;;;;;6,0;;;;2,0;19,0;18,0;;8,0;
2932507;Una;29;BA;;1,0;27,0;3,0;21;10,0;;31;31;;31;;29;2,0;28;3,0;27;4,0;14,0;17,0;31;;;31;31;;6840;255;24,0;44;;;;;;;;;27;28,0;24;34;30;39,0;47,0;41,0;43;20,0;18,0;18,0;;;;;;;;;;;;;;;;;13,0;20,0;16,0;;;
2918308;Jitaúna;29;BA;;2,0;27,0;3,0;26;6,0;;32;32;;32;;31;1,0;32;;16;16,0;18,0;14,0;32;;4,0;28;28;4,0;5030;242;12,0;18;;;;;;;;;9;10,0;21;22;21;47,0;50,0;52,0;49;28,0;30,0;28,0;;;;;;;;;;;;;7,0;;;;63,0;20,0;11,0;;;
2609808;Orocó;26;PE;;4,0;26,0;2,0;28;4,0;1,0;31;32;;32;;32;;29;3,0;27;5,0;5,0;27,0;32;;1,0;31;31;1,0;4086;213;10,0;24;;;;;;;;;8;7,0;8;8;11;59,0;67,0;64,0;57;22,0;20,0;21,0;;2,0;;;;;;;;;;;;;;;8,0;27,0;28,0;;;
2111722;Satubinha;21;MA;;1,0;31,0;;18;14,0;2,0;30;32;;32;;30;2,0;30;2,0;32;;14,0;18,0;28;4,0;;32;32;;4310;170;5,0;22;;;;;;;;;2;5,0;2;3;3;22,0;23,0;22,0;26;20,0;23,0;22,0;;;;;;;;;;;;;;;;;28,0;22,0;5,0;;;
2211209;Uruçuí;22;PI;1,0;5,0;22,0;4,0;20;12,0;;32;32;;32;;32;;30;2,0;32;;14,0;18,0;32;;1,0;31;31;1,0;7504;367;17,0;35;;;;;;;;;26;27,0;38;36;40;107,0;107,0;95,0;105;39,0;43,0;37,0;;;41,0;45,0;42,0;;;;;;;17,0;16,0;;;;12,0;11,0;22,0;;7,0;
2202604;Castelo do Piauí;22;PI;;3,0;27,0;2,0;11;21,0;;32;32;;32;;29;3,0;32;;30;2,0;17,0;15,0;32;;;32;32;;5685;259;29,0;37;;;;;;;;;29;24,0;39;39;42;60,0;58,0;56,0;53;34,0;36,0;28,0;;;;;;;;;;;;2,0;;;;;14,0;17,0;10,0;;;
2107456;Olinda Nova do Maranhão;21;MA;;3,0;27,0;2,0;11;21,0;;32;32;;32;;32;;32;;32;;8,0;24,0;32;;;32;32;;3754;202;26,0;21;;;;;;;;;10;10,0;14;12;13;41,0;46,0;41,0;37;33,0;36,0;30,0;;;;;;;;;;;;;;;;;3,0;5,0;5,0;;;
2310209;Paracuru;23;CE;1,0;3,0;26,0;2,0;11;21,0;;32;32;;32;;32;;32;;30;2,0;19,0;13,0;31;1,0;;32;32;;11230;415;55,0;80;;;;;;;;;46;43,0;45;49;51;83,0;80,0;79,0;78;34,0;34,0;28,0;;;18,0;23,0;23,0;;;12,0;12,0;12,0;;;18,0;;;;4,0;4,0;10,0;;;
2918456;Jucuruçu;29;BA;;1,0;31,0;;29;3,0;2,0;30;32;;32;;31;1,0;32;;30;2,0;24,0;8,0;32;;3,0;29;30;2,0;2223;163;15,0;24;;;;;;;;;8;11,0;15;13;10;46,0;49,0;41,0;37;16,0;16,0;16,0;;;;;;;;;;;;;;;;;;;;;;
